loan_id,payment_amount,payment_date,missed
11261,1421,2007-03-15 00:00:00,1
11261,1458,2007-04-02 00:00:00,1
11261,1803,2007-05-20 00:00:00,0
11261,1805,2007-06-30 00:00:00,1
11261,1763,2007-07-11 00:00:00,0
11261,2248,2007-08-19 00:00:00,1
11261,2421,2007-09-13 00:00:00,0
11261,1753,2007-10-26 00:00:00,1
11261,1438,2007-11-05 00:00:00,0
10935,482,2002-08-20 00:00:00,1
10935,632,2002-09-25 00:00:00,0
10935,498,2002-10-21 00:00:00,1
10935,694,2002-11-24 00:00:00,1
10935,464,2002-12-29 00:00:00,1
10935,707,2003-02-14 00:00:00,1
10935,678,2003-02-24 00:00:00,1
10994,1459,2002-05-13 00:00:00,0
10994,1224,2002-06-20 00:00:00,1
10994,1124,2002-08-03 00:00:00,1
10994,1070,2002-09-04 00:00:00,1
10994,1197,2002-09-20 00:00:00,0
10994,1367,2002-10-09 00:00:00,0
10994,1201,2002-10-25 00:00:00,1
10475,539,2012-10-14 00:00:00,0
10475,614,2012-10-30 00:00:00,1
10475,773,2012-11-22 00:00:00,1
10475,563,2012-12-19 00:00:00,0
10475,669,2013-01-12 00:00:00,1
10475,723,2013-01-27 00:00:00,0
10475,762,2013-03-04 00:00:00,1
10475,539,2013-04-06 00:00:00,1
11868,175,2010-08-08 00:00:00,0
11868,182,2010-09-24 00:00:00,0
11868,122,2010-10-27 00:00:00,0
11868,179,2010-11-19 00:00:00,0
11868,138,2011-01-05 00:00:00,0
11868,136,2011-01-24 00:00:00,1
11868,177,2011-02-08 00:00:00,1
11868,127,2011-02-25 00:00:00,1
10386,2188,2013-07-16 00:00:00,0
10386,2295,2013-09-02 00:00:00,1
10386,1369,2013-10-07 00:00:00,1
10386,2369,2013-10-29 00:00:00,0
10386,1858,2013-11-18 00:00:00,1
10386,1458,2013-12-25 00:00:00,0
10386,1778,2014-02-04 00:00:00,0
11956,1687,2002-05-04 00:00:00,1
11956,2077,2002-06-10 00:00:00,1
11956,2130,2002-07-11 00:00:00,1
11956,1974,2002-08-15 00:00:00,1
11956,1499,2002-08-30 00:00:00,1
11956,1191,2002-09-10 00:00:00,0
11956,2307,2002-09-23 00:00:00,1
11956,2002,2002-10-30 00:00:00,0
11956,2062,2002-11-17 00:00:00,0
11086,286,2000-12-06 00:00:00,1
11086,308,2000-12-26 00:00:00,1
11086,378,2001-02-05 00:00:00,0
11086,368,2001-03-09 00:00:00,1
11086,303,2001-04-25 00:00:00,1
11086,262,2001-05-09 00:00:00,1
11086,384,2001-06-13 00:00:00,0
11086,414,2001-06-23 00:00:00,1
10935,339,2001-07-04 00:00:00,0
10935,339,2001-07-18 00:00:00,0
10935,439,2001-08-16 00:00:00,1
10935,382,2001-09-05 00:00:00,1
10935,288,2001-10-10 00:00:00,1
11354,1108,2000-08-26 00:00:00,1
11354,1664,2000-10-11 00:00:00,1
11354,1626,2000-11-28 00:00:00,0
11354,1154,2001-01-16 00:00:00,1
11354,1358,2001-02-01 00:00:00,1
11354,1424,2001-02-28 00:00:00,1
10772,1137,2013-06-15 00:00:00,1
10772,1684,2013-07-02 00:00:00,1
10772,1141,2013-08-05 00:00:00,0
10772,1033,2013-09-18 00:00:00,0
10772,1240,2013-10-22 00:00:00,0
10772,1601,2013-12-09 00:00:00,1
10097,347,2003-03-26 00:00:00,0
10097,250,2003-04-14 00:00:00,1
10097,431,2003-05-28 00:00:00,0
10097,358,2003-06-19 00:00:00,1
10097,365,2003-07-24 00:00:00,0
10097,403,2003-08-05 00:00:00,0
10097,426,2003-08-17 00:00:00,0
10097,352,2003-09-07 00:00:00,0
11503,393,2002-01-21 00:00:00,1
11503,316,2002-02-06 00:00:00,1
11503,281,2002-03-17 00:00:00,0
11503,367,2002-04-24 00:00:00,0
11503,461,2002-05-19 00:00:00,1
11503,359,2002-07-05 00:00:00,1
10389,1760,2009-01-21 00:00:00,0
10389,1073,2009-03-02 00:00:00,1
10389,1643,2009-03-12 00:00:00,1
10389,1739,2009-04-08 00:00:00,1
10389,1399,2009-05-06 00:00:00,0
10389,1451,2009-06-23 00:00:00,0
10389,1935,2009-07-25 00:00:00,1
10389,1532,2009-08-20 00:00:00,0
11267,824,2014-06-28 00:00:00,1
11267,1017,2014-08-06 00:00:00,0
11267,698,2014-08-24 00:00:00,1
11267,724,2014-09-29 00:00:00,1
11267,799,2014-10-17 00:00:00,1
11267,509,2014-11-09 00:00:00,1
11267,955,2014-12-07 00:00:00,1
11267,964,2014-12-20 00:00:00,1
11477,1246,2010-06-22 00:00:00,0
11477,1277,2010-07-06 00:00:00,0
11477,1705,2010-08-19 00:00:00,0
11477,1920,2010-09-05 00:00:00,1
11477,1921,2010-09-29 00:00:00,0
11477,1391,2010-10-12 00:00:00,0
10312,1980,2009-10-01 00:00:00,0
10312,1989,2009-11-13 00:00:00,1
10312,1556,2009-12-27 00:00:00,1
10312,1316,2010-02-06 00:00:00,0
10312,1226,2010-02-18 00:00:00,0
10312,1960,2010-03-08 00:00:00,0
10312,1157,2010-04-14 00:00:00,1
10888,1508,2011-05-15 00:00:00,1
10888,1792,2011-06-07 00:00:00,0
10888,1901,2011-07-10 00:00:00,0
10888,2174,2011-08-02 00:00:00,1
10888,1900,2011-09-14 00:00:00,1
10888,1982,2011-10-26 00:00:00,1
10888,1527,2011-11-22 00:00:00,1
11541,1375,2005-01-05 00:00:00,0
11541,2410,2005-01-30 00:00:00,1
11541,1660,2005-03-20 00:00:00,0
11541,1570,2005-04-04 00:00:00,1
11541,2072,2005-05-13 00:00:00,0
11904,1252,2014-05-05 00:00:00,0
11904,2420,2014-05-23 00:00:00,1
11904,2191,2014-06-19 00:00:00,1
11904,1495,2014-07-18 00:00:00,0
11904,2481,2014-08-28 00:00:00,0
11904,2381,2014-09-26 00:00:00,1
11100,1184,2001-06-03 00:00:00,1
11100,1552,2001-07-21 00:00:00,1
11100,1411,2001-09-01 00:00:00,0
11100,1221,2001-10-09 00:00:00,1
11100,1433,2001-11-17 00:00:00,0
10866,326,2008-04-14 00:00:00,1
10866,366,2008-05-27 00:00:00,0
10866,383,2008-06-07 00:00:00,0
10866,367,2008-07-13 00:00:00,0
10866,322,2008-08-26 00:00:00,1
11103,1063,2004-05-10 00:00:00,0
11103,766,2004-06-05 00:00:00,0
11103,852,2004-06-24 00:00:00,0
11103,631,2004-07-10 00:00:00,0
11103,975,2004-07-31 00:00:00,1
11103,963,2004-08-16 00:00:00,0
11103,811,2004-09-09 00:00:00,1
11103,825,2004-10-14 00:00:00,1
11103,622,2004-11-12 00:00:00,0
11802,1724,2012-01-17 00:00:00,0
11802,2086,2012-02-29 00:00:00,1
11802,2051,2012-03-31 00:00:00,0
11802,1330,2012-04-23 00:00:00,1
11802,2442,2012-06-11 00:00:00,1
11802,1707,2012-06-30 00:00:00,0
10893,210,2004-12-17 00:00:00,1
10893,264,2005-01-15 00:00:00,0
10893,191,2005-02-08 00:00:00,1
10893,270,2005-03-21 00:00:00,0
10893,189,2005-04-19 00:00:00,1
10893,204,2005-06-05 00:00:00,1
10893,196,2005-06-24 00:00:00,0
10893,217,2005-07-04 00:00:00,1
10384,241,2010-09-14 00:00:00,1
10384,318,2010-09-30 00:00:00,1
10384,168,2010-10-17 00:00:00,1
10384,273,2010-11-03 00:00:00,0
10384,209,2010-11-22 00:00:00,0
10384,254,2011-01-02 00:00:00,1
10384,288,2011-01-28 00:00:00,0
11461,657,2007-08-20 00:00:00,0
11461,472,2007-10-01 00:00:00,1
11461,423,2007-11-02 00:00:00,1
11461,459,2007-11-13 00:00:00,0
11461,486,2007-12-14 00:00:00,1
11461,413,2008-01-04 00:00:00,0
11461,358,2008-02-14 00:00:00,1
11461,669,2008-03-27 00:00:00,0
11461,404,2008-04-10 00:00:00,0
11352,2125,2011-11-21 00:00:00,1
11352,2466,2011-12-04 00:00:00,0
11352,1823,2011-12-23 00:00:00,1
11352,2681,2012-01-06 00:00:00,1
11352,2151,2012-02-13 00:00:00,0
11352,2087,2012-03-23 00:00:00,1
11352,2424,2012-04-12 00:00:00,0
11175,332,2002-10-14 00:00:00,0
11175,284,2002-11-21 00:00:00,1
11175,320,2003-01-01 00:00:00,1
11175,262,2003-02-11 00:00:00,1
11175,290,2003-02-22 00:00:00,0
11175,213,2003-03-29 00:00:00,1
11175,342,2003-05-02 00:00:00,0
11175,244,2003-05-31 00:00:00,0
11175,352,2003-06-25 00:00:00,0
11546,1453,2002-03-29 00:00:00,0
11546,1301,2002-04-08 00:00:00,0
11546,1035,2002-04-23 00:00:00,1
11546,1493,2002-05-27 00:00:00,0
11546,1611,2002-06-21 00:00:00,1
11546,1379,2002-08-09 00:00:00,1
11546,1155,2002-08-21 00:00:00,0
11546,927,2002-09-16 00:00:00,1
10710,170,2003-04-16 00:00:00,1
10710,130,2003-05-21 00:00:00,0
10710,106,2003-06-18 00:00:00,1
10710,90,2003-07-16 00:00:00,1
10710,154,2003-08-23 00:00:00,0
10710,169,2003-10-02 00:00:00,1
10647,239,2001-03-14 00:00:00,1
10647,459,2001-04-02 00:00:00,1
10647,254,2001-04-26 00:00:00,0
10647,248,2001-05-18 00:00:00,1
10647,255,2001-06-05 00:00:00,0
10647,394,2001-07-15 00:00:00,0
10647,284,2001-09-01 00:00:00,0
10647,377,2001-10-08 00:00:00,0
10647,407,2001-11-18 00:00:00,1
11219,97,2014-10-26 00:00:00,0
11219,121,2014-11-28 00:00:00,0
11219,129,2015-01-05 00:00:00,1
11219,119,2015-02-11 00:00:00,0
11219,71,2015-03-20 00:00:00,1
11219,132,2015-04-05 00:00:00,0
11295,214,2009-07-23 00:00:00,0
11295,194,2009-08-23 00:00:00,1
11295,147,2009-09-16 00:00:00,0
11295,188,2009-10-03 00:00:00,1
11295,224,2009-10-31 00:00:00,0
11295,187,2009-12-12 00:00:00,0
11295,203,2010-01-12 00:00:00,1
11295,190,2010-02-20 00:00:00,1
10099,1044,2001-04-28 00:00:00,1
10099,1506,2001-05-22 00:00:00,0
10099,1827,2001-07-05 00:00:00,0
10099,1400,2001-08-03 00:00:00,1
10099,1554,2001-08-15 00:00:00,1
10099,1825,2001-10-03 00:00:00,1
11835,1643,2006-01-08 00:00:00,0
11835,1958,2006-01-22 00:00:00,1
11835,1163,2006-02-09 00:00:00,1
11835,1876,2006-03-09 00:00:00,1
11835,1870,2006-04-19 00:00:00,1
11835,1832,2006-04-30 00:00:00,0
11835,1608,2006-06-05 00:00:00,0
10541,1822,2002-10-12 00:00:00,0
10541,1103,2002-11-01 00:00:00,1
10541,1418,2002-12-02 00:00:00,1
10541,1828,2002-12-30 00:00:00,0
10541,1745,2003-01-11 00:00:00,0
10541,1461,2003-02-06 00:00:00,1
10541,1726,2003-03-25 00:00:00,0
10541,1365,2003-04-12 00:00:00,0
10541,1790,2003-04-29 00:00:00,0
10859,831,2009-12-04 00:00:00,1
10859,538,2010-01-14 00:00:00,0
10859,919,2010-02-01 00:00:00,1
10859,983,2010-03-08 00:00:00,0
10859,532,2010-04-24 00:00:00,1
10037,1105,2014-08-01 00:00:00,0
10037,1517,2014-09-19 00:00:00,0
10037,1239,2014-11-01 00:00:00,0
10037,1272,2014-11-13 00:00:00,1
10037,1377,2014-11-24 00:00:00,1
10037,1236,2014-12-12 00:00:00,0
10037,1355,2015-01-06 00:00:00,1
10933,433,2004-12-28 00:00:00,0
10933,324,2005-01-08 00:00:00,0
10933,362,2005-02-26 00:00:00,1
10933,558,2005-03-19 00:00:00,1
10933,565,2005-04-19 00:00:00,1
10104,1291,2000-03-26 00:00:00,1
10104,871,2000-04-28 00:00:00,0
10104,1208,2000-05-25 00:00:00,1
10104,1042,2000-07-12 00:00:00,0
10104,1080,2000-07-27 00:00:00,1
10104,741,2000-08-20 00:00:00,0
10104,777,2000-10-03 00:00:00,0
11842,1611,2005-11-17 00:00:00,1
11842,1547,2005-12-11 00:00:00,1
11842,1024,2005-12-31 00:00:00,1
11842,1629,2006-02-09 00:00:00,0
11842,1518,2006-03-19 00:00:00,1
11842,1429,2006-04-02 00:00:00,0
11842,1049,2006-05-08 00:00:00,0
11842,1464,2006-05-31 00:00:00,1
11641,834,2008-04-21 00:00:00,1
11641,1098,2008-05-25 00:00:00,0
11641,1150,2008-06-05 00:00:00,1
11641,1273,2008-06-23 00:00:00,0
11641,1162,2008-07-30 00:00:00,1
11533,1861,2008-04-30 00:00:00,0
11533,2252,2008-05-24 00:00:00,1
11533,2387,2008-06-28 00:00:00,1
11533,1976,2008-08-10 00:00:00,0
11533,2351,2008-09-28 00:00:00,1
11533,2380,2008-10-27 00:00:00,1
11533,1694,2008-12-12 00:00:00,0
11533,2133,2009-01-22 00:00:00,1
11961,230,2014-12-17 00:00:00,0
11961,190,2015-01-22 00:00:00,1
11961,251,2015-02-02 00:00:00,0
11961,207,2015-03-09 00:00:00,1
11961,293,2015-04-24 00:00:00,1
11961,238,2015-05-11 00:00:00,0
11961,308,2015-06-20 00:00:00,1
11961,167,2015-07-11 00:00:00,0
11961,237,2015-08-26 00:00:00,0
10632,687,2000-12-31 00:00:00,1
10632,908,2001-01-27 00:00:00,1
10632,1100,2001-02-17 00:00:00,1
10632,1215,2001-03-14 00:00:00,1
10632,1204,2001-04-15 00:00:00,0
10632,1300,2001-05-06 00:00:00,0
10632,1335,2001-05-19 00:00:00,0
11621,372,2012-03-16 00:00:00,1
11621,382,2012-03-28 00:00:00,1
11621,344,2012-04-28 00:00:00,0
11621,351,2012-06-14 00:00:00,0
11621,499,2012-07-18 00:00:00,0
10797,643,2007-12-31 00:00:00,1
10797,822,2008-02-14 00:00:00,0
10797,724,2008-04-02 00:00:00,0
10797,822,2008-04-19 00:00:00,1
10797,633,2008-06-05 00:00:00,1
10797,840,2008-07-03 00:00:00,1
10797,1088,2008-08-16 00:00:00,0
11492,692,2003-09-25 00:00:00,1
11492,632,2003-10-18 00:00:00,0
11492,781,2003-11-03 00:00:00,0
11492,887,2003-12-15 00:00:00,0
11492,623,2004-01-12 00:00:00,0
11492,855,2004-01-24 00:00:00,0
10010,1197,2005-09-29 00:00:00,0
10010,1576,2005-11-11 00:00:00,0
10010,1245,2005-12-03 00:00:00,1
10010,1340,2005-12-29 00:00:00,1
10010,1697,2006-02-03 00:00:00,0
10010,1066,2006-02-26 00:00:00,0
10010,1376,2006-04-07 00:00:00,0
10010,1299,2006-05-17 00:00:00,1
11394,2192,2007-01-13 00:00:00,1
11394,1691,2007-02-05 00:00:00,1
11394,1675,2007-02-21 00:00:00,1
11394,2282,2007-03-14 00:00:00,0
11394,2458,2007-04-04 00:00:00,0
11394,2112,2007-04-23 00:00:00,0
10244,2098,2008-01-21 00:00:00,0
10244,1595,2008-02-22 00:00:00,1
10244,1534,2008-03-09 00:00:00,1
10244,1785,2008-03-28 00:00:00,1
10244,1134,2008-04-12 00:00:00,1
10244,2190,2008-05-13 00:00:00,1
10244,2035,2008-06-25 00:00:00,0
11510,396,2005-08-20 00:00:00,0
11510,357,2005-09-04 00:00:00,0
11510,244,2005-09-20 00:00:00,0
11510,437,2005-11-08 00:00:00,1
11510,440,2005-12-23 00:00:00,0
11510,384,2006-01-12 00:00:00,1
11510,381,2006-01-31 00:00:00,1
11510,356,2006-03-14 00:00:00,1
10706,964,2011-12-24 00:00:00,1
10706,1225,2012-02-03 00:00:00,0
10706,1327,2012-03-08 00:00:00,0
10706,1431,2012-04-04 00:00:00,1
10706,1759,2012-05-22 00:00:00,1
10358,2847,2013-05-24 00:00:00,1
10358,1525,2013-07-07 00:00:00,1
10358,2421,2013-07-29 00:00:00,0
10358,2160,2013-08-15 00:00:00,1
10358,2837,2013-09-21 00:00:00,0
10358,2100,2013-10-27 00:00:00,0
10358,2328,2013-11-28 00:00:00,1
10358,2281,2014-01-11 00:00:00,1
10358,1664,2014-02-23 00:00:00,0
10082,144,2005-08-05 00:00:00,0
10082,102,2005-09-07 00:00:00,0
10082,128,2005-10-13 00:00:00,0
10082,150,2005-11-10 00:00:00,0
10082,109,2005-12-29 00:00:00,0
11742,577,2013-03-28 00:00:00,1
11742,580,2013-05-05 00:00:00,0
11742,529,2013-06-11 00:00:00,0
11742,755,2013-06-23 00:00:00,1
11742,582,2013-08-11 00:00:00,1
11742,419,2013-09-25 00:00:00,0
11742,399,2013-10-05 00:00:00,1
11742,673,2013-11-11 00:00:00,1
11742,654,2013-12-16 00:00:00,0
10683,856,2005-04-04 00:00:00,1
10683,1034,2005-05-08 00:00:00,1
10683,988,2005-06-26 00:00:00,1
10683,760,2005-08-11 00:00:00,0
10683,880,2005-09-06 00:00:00,1
10683,870,2005-10-01 00:00:00,0
10519,440,2010-01-25 00:00:00,0
10519,465,2010-03-10 00:00:00,0
10519,388,2010-04-07 00:00:00,0
10519,491,2010-04-29 00:00:00,0
10519,403,2010-05-11 00:00:00,1
10519,280,2010-06-04 00:00:00,1
11165,1735,2004-05-17 00:00:00,0
11165,1782,2004-05-30 00:00:00,1
11165,1553,2004-06-20 00:00:00,1
11165,1736,2004-08-03 00:00:00,1
11165,1956,2004-08-14 00:00:00,0
10024,1613,2008-10-28 00:00:00,1
10024,1809,2008-12-01 00:00:00,0
10024,2078,2008-12-31 00:00:00,0
10024,2255,2009-02-01 00:00:00,1
10024,1484,2009-03-21 00:00:00,1
10024,2311,2009-04-30 00:00:00,1
11005,1179,2001-10-05 00:00:00,1
11005,1116,2001-11-04 00:00:00,1
11005,653,2001-12-23 00:00:00,1
11005,806,2002-01-20 00:00:00,1
11005,815,2002-02-18 00:00:00,1
11005,736,2002-03-12 00:00:00,1
11005,686,2002-04-30 00:00:00,0
11005,814,2002-05-30 00:00:00,1
11005,761,2002-06-24 00:00:00,1
10506,1340,2004-03-26 00:00:00,1
10506,1425,2004-05-10 00:00:00,0
10506,1587,2004-06-12 00:00:00,0
10506,2151,2004-06-24 00:00:00,1
10506,1702,2004-08-01 00:00:00,1
10506,1985,2004-09-03 00:00:00,0
10506,1323,2004-09-28 00:00:00,0
10512,671,2002-12-31 00:00:00,1
10512,613,2003-01-30 00:00:00,1
10512,706,2003-02-25 00:00:00,0
10512,923,2003-04-12 00:00:00,1
10512,705,2003-04-26 00:00:00,1
10512,1037,2003-05-11 00:00:00,1
11170,2769,2013-06-11 00:00:00,1
11170,2059,2013-07-16 00:00:00,1
11170,1783,2013-08-15 00:00:00,1
11170,2788,2013-09-03 00:00:00,1
11170,2372,2013-10-17 00:00:00,1
11170,2564,2013-10-31 00:00:00,0
11170,2191,2013-12-06 00:00:00,0
11170,2881,2013-12-20 00:00:00,1
11436,881,2006-05-29 00:00:00,1
11436,673,2006-06-23 00:00:00,0
11436,727,2006-07-07 00:00:00,1
11436,840,2006-07-29 00:00:00,0
11436,900,2006-08-28 00:00:00,1
11436,532,2006-09-10 00:00:00,0
11436,1051,2006-10-07 00:00:00,1
11436,831,2006-11-08 00:00:00,0
11642,1699,2012-04-26 00:00:00,0
11642,1668,2012-06-08 00:00:00,1
11642,1207,2012-06-30 00:00:00,0
11642,1258,2012-07-11 00:00:00,0
11642,1529,2012-08-24 00:00:00,0
11642,974,2012-10-11 00:00:00,0
11642,1293,2012-11-22 00:00:00,1
11642,1742,2012-12-31 00:00:00,0
11642,1732,2013-01-14 00:00:00,0
10177,133,2006-04-11 00:00:00,1
10177,187,2006-05-07 00:00:00,1
10177,194,2006-05-26 00:00:00,0
10177,135,2006-06-11 00:00:00,1
10177,172,2006-06-24 00:00:00,1
10177,114,2006-08-12 00:00:00,0
10975,943,2012-03-13 00:00:00,1
10975,513,2012-04-09 00:00:00,0
10975,716,2012-05-09 00:00:00,1
10975,538,2012-06-22 00:00:00,1
10975,919,2012-07-21 00:00:00,0
11945,1593,2011-06-19 00:00:00,1
11945,1231,2011-08-01 00:00:00,0
11945,1288,2011-08-14 00:00:00,0
11945,1163,2011-08-29 00:00:00,1
11945,859,2011-09-17 00:00:00,1
11945,954,2011-10-08 00:00:00,1
11945,1183,2011-11-05 00:00:00,1
11945,1373,2011-12-14 00:00:00,1
10316,1515,2007-02-18 00:00:00,0
10316,1882,2007-03-04 00:00:00,1
10316,2448,2007-04-22 00:00:00,0
10316,2362,2007-05-24 00:00:00,1
10316,2139,2007-06-03 00:00:00,0
10316,2335,2007-07-15 00:00:00,0
10316,2018,2007-08-21 00:00:00,1
10316,1327,2007-08-31 00:00:00,0
10316,1440,2007-10-02 00:00:00,1
11814,2161,2004-01-02 00:00:00,0
11814,1824,2004-01-26 00:00:00,0
11814,1823,2004-02-16 00:00:00,1
11814,1936,2004-03-17 00:00:00,1
11814,1912,2004-05-02 00:00:00,0
11814,1743,2004-05-17 00:00:00,0
11814,2054,2004-06-04 00:00:00,1
11814,1861,2004-07-12 00:00:00,0
11765,1345,2007-08-05 00:00:00,0
11765,879,2007-08-27 00:00:00,0
11765,1149,2007-10-13 00:00:00,0
11765,1075,2007-11-21 00:00:00,0
11765,1096,2007-12-22 00:00:00,1
11765,769,2008-01-17 00:00:00,0
11765,1190,2008-02-06 00:00:00,1
10421,599,2005-12-01 00:00:00,1
10421,625,2005-12-27 00:00:00,0
10421,523,2006-01-14 00:00:00,0
10421,902,2006-01-25 00:00:00,0
10421,871,2006-02-16 00:00:00,0
10421,748,2006-03-25 00:00:00,0
10421,961,2006-04-07 00:00:00,1
10421,573,2006-05-26 00:00:00,0
10421,744,2006-07-09 00:00:00,1
10479,1530,2001-09-30 00:00:00,1
10479,1105,2001-10-26 00:00:00,1
10479,1616,2001-11-09 00:00:00,1
10479,1226,2001-12-23 00:00:00,1
10479,1036,2002-02-07 00:00:00,1
10479,1349,2002-03-26 00:00:00,0
11217,1306,2011-10-20 00:00:00,1
11217,1247,2011-11-12 00:00:00,0
11217,1821,2011-11-25 00:00:00,0
11217,2175,2011-12-18 00:00:00,0
11217,1253,2012-01-24 00:00:00,0
11217,1458,2012-03-02 00:00:00,0
11217,1787,2012-04-14 00:00:00,1
11217,1980,2012-05-28 00:00:00,1
11217,1461,2012-07-08 00:00:00,0
10388,571,2010-10-28 00:00:00,0
10388,939,2010-11-08 00:00:00,1
10388,875,2010-12-17 00:00:00,1
10388,730,2011-02-04 00:00:00,0
10388,556,2011-03-07 00:00:00,0
10388,637,2011-04-17 00:00:00,1
10388,752,2011-05-17 00:00:00,0
10388,615,2011-06-22 00:00:00,1
10388,979,2011-07-24 00:00:00,1
11537,677,2002-01-21 00:00:00,0
11537,973,2002-02-05 00:00:00,0
11537,863,2002-03-13 00:00:00,0
11537,904,2002-04-02 00:00:00,0
11537,775,2002-05-11 00:00:00,1
11537,940,2002-06-11 00:00:00,0
11537,620,2002-06-26 00:00:00,1
11537,838,2002-08-14 00:00:00,1
11537,898,2002-09-03 00:00:00,0
10382,661,2011-12-14 00:00:00,0
10382,1034,2012-01-07 00:00:00,1
10382,1141,2012-02-13 00:00:00,1
10382,1227,2012-03-10 00:00:00,1
10382,1062,2012-04-25 00:00:00,0
10287,344,2010-04-09 00:00:00,1
10287,367,2010-05-19 00:00:00,0
10287,252,2010-06-06 00:00:00,0
10287,457,2010-07-10 00:00:00,1
10287,326,2010-08-07 00:00:00,1
10287,314,2010-09-20 00:00:00,0
10287,243,2010-10-06 00:00:00,0
10287,427,2010-11-17 00:00:00,0
10287,356,2010-11-27 00:00:00,0
11737,1407,2004-09-13 00:00:00,0
11737,1672,2004-10-18 00:00:00,1
11737,1343,2004-11-10 00:00:00,1
11737,2053,2004-12-07 00:00:00,1
11737,1659,2004-12-31 00:00:00,0
11737,2079,2005-02-13 00:00:00,1
11679,1406,2003-10-19 00:00:00,1
11679,2183,2003-11-03 00:00:00,0
11679,2253,2003-12-22 00:00:00,1
11679,2028,2004-01-13 00:00:00,0
11679,1307,2004-02-19 00:00:00,0
11679,1743,2004-03-06 00:00:00,0
11679,1568,2004-04-07 00:00:00,0
11679,1237,2004-05-16 00:00:00,0
10495,1751,2004-09-10 00:00:00,0
10495,893,2004-10-07 00:00:00,0
10495,1333,2004-11-17 00:00:00,1
10495,1140,2004-12-25 00:00:00,0
10495,1030,2005-02-01 00:00:00,1
10495,1151,2005-03-19 00:00:00,1
11447,928,2000-04-18 00:00:00,0
11447,1064,2000-05-09 00:00:00,1
11447,974,2000-06-12 00:00:00,1
11447,921,2000-07-23 00:00:00,1
11447,734,2000-08-29 00:00:00,0
11447,734,2000-09-14 00:00:00,0
11447,663,2000-10-07 00:00:00,1
11447,1002,2000-11-18 00:00:00,1
10568,1032,2014-09-05 00:00:00,0
10568,992,2014-10-20 00:00:00,0
10568,667,2014-11-18 00:00:00,0
10568,1071,2014-11-28 00:00:00,0
10568,1250,2014-12-18 00:00:00,0
11950,1011,2008-08-14 00:00:00,0
11950,1673,2008-09-25 00:00:00,1
11950,1563,2008-10-12 00:00:00,0
11950,1549,2008-10-23 00:00:00,0
11950,1314,2008-12-11 00:00:00,1
11950,1637,2008-12-24 00:00:00,1
11950,1204,2009-01-29 00:00:00,1
11950,948,2009-02-17 00:00:00,0
11950,901,2009-03-05 00:00:00,0
10838,1427,2008-09-30 00:00:00,0
10838,1091,2008-11-09 00:00:00,0
10838,1550,2008-11-23 00:00:00,0
10838,974,2008-12-27 00:00:00,1
10838,1525,2009-02-07 00:00:00,1
10838,803,2009-02-27 00:00:00,1
10838,1352,2009-03-18 00:00:00,1
10838,865,2009-05-04 00:00:00,1
10838,1276,2009-05-22 00:00:00,1
10494,701,2004-04-22 00:00:00,1
10494,531,2004-05-07 00:00:00,0
10494,1018,2004-05-24 00:00:00,1
10494,781,2004-06-14 00:00:00,1
10494,990,2004-07-17 00:00:00,1
10190,2715,2003-12-31 00:00:00,1
10190,1892,2004-01-17 00:00:00,0
10190,2748,2004-02-15 00:00:00,1
10190,2344,2004-03-26 00:00:00,1
10190,2042,2004-04-25 00:00:00,1
10190,2836,2004-05-23 00:00:00,0
11312,389,2014-12-11 00:00:00,0
11312,734,2015-01-06 00:00:00,1
11312,507,2015-01-20 00:00:00,1
11312,463,2015-02-10 00:00:00,0
11312,583,2015-03-07 00:00:00,0
11312,558,2015-04-23 00:00:00,1
11312,492,2015-05-06 00:00:00,1
11312,561,2015-05-20 00:00:00,0
11312,543,2015-07-05 00:00:00,0
11439,1490,2000-06-09 00:00:00,0
11439,1945,2000-07-19 00:00:00,0
11439,1508,2000-08-29 00:00:00,0
11439,2139,2000-10-08 00:00:00,0
11439,2065,2000-11-26 00:00:00,0
10529,870,2013-05-05 00:00:00,0
10529,589,2013-05-24 00:00:00,1
10529,843,2013-06-06 00:00:00,1
10529,599,2013-07-16 00:00:00,1
10529,740,2013-08-07 00:00:00,1
11645,1120,2003-04-10 00:00:00,0
11645,1348,2003-05-18 00:00:00,0
11645,819,2003-06-10 00:00:00,0
11645,851,2003-07-15 00:00:00,1
11645,1035,2003-07-26 00:00:00,0
11645,760,2003-08-20 00:00:00,0
11645,710,2003-09-16 00:00:00,1
11645,828,2003-10-26 00:00:00,1
10959,1784,2011-02-10 00:00:00,1
10959,1798,2011-03-07 00:00:00,1
10959,2083,2011-03-30 00:00:00,0
10959,1336,2011-05-02 00:00:00,1
10959,1717,2011-06-12 00:00:00,1
10959,1993,2011-06-28 00:00:00,0
10959,1354,2011-07-17 00:00:00,1
10897,308,2004-04-27 00:00:00,1
10897,295,2004-06-09 00:00:00,0
10897,237,2004-07-17 00:00:00,0
10897,416,2004-08-02 00:00:00,0
10897,456,2004-08-28 00:00:00,0
10897,257,2004-10-07 00:00:00,0
10897,313,2004-10-19 00:00:00,1
11453,1013,2005-07-20 00:00:00,0
11453,887,2005-09-06 00:00:00,0
11453,653,2005-10-03 00:00:00,1
11453,896,2005-10-31 00:00:00,1
11453,984,2005-11-24 00:00:00,0
11453,797,2005-12-26 00:00:00,0
11453,804,2006-02-04 00:00:00,1
10376,1710,2003-11-11 00:00:00,0
